WKT,Name,LongDescription,Category,SubCategory,Code,Address,Postcode,Chain,Borough
POINT (452828.028260782 520810.206531733),SIXT (Middlesbrough),Automotive & Transport Rental Car Agency,Automotive & Transport,Rental Car Agency,13,Old Station Road,TS6 6AD,SIXT,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),Van Gough Rentals,Automotive & Transport Rental Car Agency,Automotive & Transport,Rental Car Agency,13,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452828.028260782 520810.206531733),Jollys Car Centre,Retail & Consumer Goods Used Car Dealer,Retail & Consumer Goods,Used Car Dealer,178,Old Station Road,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452829.672677787 519921.385891724),Automagic,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,15 Tees Court,TS6 6DX,AUTO MAGIC,REDCAR AND CLEVELAND
POINT (452830.613448787 520799.10791454),Mac Signs N E,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,Norman Terrace,TS6 6AD,,REDCAR AND CLEVELAND
POINT (452831.91014326 520804.353400302),Stokesley Lawn Mowers,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,Old Station Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452832.18513343 514374.986940197),Maltby Overseas Property Consultants Limited,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,33 Eagle Park,TS8 9NS,,MIDDLESBROUGH
POINT (452850.256612515 515430.739693688),The Brunton Arms,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Gypsy Lane,TS7 0AQ,,MIDDLESBROUGH
POINT (452852.172767375 519174.587856689),Maxine's Bistro,Food & Drink Restaurant,Food & Drink,Restaurant,100,Beresford Crescent,TS3 9JW,,MIDDLESBROUGH
POINT (452852.811606343 519933.228070494),Falcon Engineering & Developments,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Rennie Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452854.824998302 519949.165263823),Symbol Signs & Print,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,Rennie Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452854.832887402 515253.514268169),Elite Aesthetics North East,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,Kennthorpe,TS7 0PS,,MIDDLESBROUGH
POINT (452862.95086701 519928.671765209),Select Security,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,Wallis Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452863.221712085 520339.875071633),Cordex Instruments,Retail & Consumer Goods Consumer Electronics Store,Retail & Consumer Goods,Consumer Electronics Store,148,Owens Road,TS6 6HE,,REDCAR AND CLEVELAND
POINT (452863.221712085 520339.875071633),Furmanite International,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,Owens Road,TS6 6HE,,REDCAR AND CLEVELAND
POINT (452864.576460822 514758.627720211),Hazkem,Health & Wellness Hospital or Health Care Facility,Health & Wellness,Hospital or Health Care Facility,127,38 Mallowdale,TS7 0QQ,,MIDDLESBROUGH
POINT (452867.083041097 519182.550933576),Premier,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Birkhall Road,TS3 9JP,Premier,MIDDLESBROUGH
POINT (452870.030418944 519976.050284254),Hanleys Motor Body Repairs,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Rennie Road,TS6 6PX,,REDCAR AND CLEVELAND
POINT (452873.258010873 514299.677414235),Fast Graphics Signs Middlesbrough,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,11 Brass Castle Lane,TS8 9EF,,MIDDLESBROUGH
POINT (452873.260483898 519898.299228509),Atomic Garage and Bodyshop,Retail & Consumer Goods Used Car Dealer,Retail & Consumer Goods,Used Car Dealer,178,Wear Court,TS6 6,,REDCAR AND CLEVELAND
POINT (452873.301330705 517659.472889998),Link Stores,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,The Link,TS3 0,,MIDDLESBROUGH
POINT (452879.167135688 520625.95389589),SG Petch SEAT Middlesbrough,Automotive & Transport Automobile Dealer,Automotive & Transport,Automobile Dealer,2,Middlesbrough Road,TS6 6,SEAT,REDCAR AND CLEVELAND
POINT (452879.167135688 520625.95389589),SG Petch Mazda-Middlesbrough,Automotive & Transport Automobile Dealer,Automotive & Transport,Automobile Dealer,2,Middlesbrough Road,TS6 6,Mazda,REDCAR AND CLEVELAND
POINT (452880.221885083 519209.411996638),Thorntree Fish & Chips,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,Beresford Buildings,TS3 9,,MIDDLESBROUGH
POINT (452880.249825756 520098.249131021),The Tees,Food & Drink Restaurant,Food & Drink,Restaurant,100,Sotherby Road,TS6 6LP,,REDCAR AND CLEVELAND
POINT (452880.249825756 520098.249131021),Altrad,"Construction, Manufacturing & Trades Manufacturing","Construction, Manufacturing & Trades",Manufacturing,25,Sotherby Road,TS6 6LP,,REDCAR AND CLEVELAND
POINT (452880.855543693 519210.53220964),Steve's General Dealers,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Beresford Buildings,TS3 9,,MIDDLESBROUGH
POINT (452880.855543693 519210.53220964),Kings Barbers,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,Beresford Buildings,TS3 9,,MIDDLESBROUGH
POINT (452880.855543693 519210.53220964),House of Hair and Beauty,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,Beresford Buildings,TS3 9,,MIDDLESBROUGH
POINT (452880.855543693 519210.53220964),Thorntree Surgery,Health & Wellness Hospital or Health Care Facility,Health & Wellness,Hospital or Health Care Facility,127,Beresford Buildings,TS3 9,,MIDDLESBROUGH
POINT (452887.504793983 520698.497909726),Motability Scheme At Sg Petch Mazda Middlesbrough,Health & Wellness Healthcare and Healthcare Support Services,Health & Wellness,Healthcare and Healthcare Support Services,124,Middlesbrough Road,TS6 6AJ,,REDCAR AND CLEVELAND
POINT (452890.418969643 521449.606600919),Roxby Training Solutions,Education & Training School,Education & Training,School,33,Dockside Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452890.59479304 519140.312988784),The Community Hub at Thorntree,"Government, Community & Religious Government or Community Facility","Government, Community & Religious",Government or Community Facility,112,Birkhall Road,TS3 9JW,,MIDDLESBROUGH
POINT (452893.549213008 519220.027624188),BMO Harris Bank,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Beresford Buildings,TS3 9NB,BMO Harris Bank,MIDDLESBROUGH
POINT (452893.549213008 519220.027624188),Jobcentre,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,Beresford Buildings,TS3 9NB,,MIDDLESBROUGH
POINT (452893.683696054 519219.584045027),Go Local,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,,TS3 9NB,Go Local,MIDDLESBROUGH
POINT (452893.683696054 519219.584045027),Whitworth Chemists,Retail & Consumer Goods Pharmacy,Retail & Consumer Goods,Pharmacy,173,,TS3 9NB,Whitworth Chemists,MIDDLESBROUGH
POINT (452893.683696054 519219.584045027),Simo's,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,,TS3 9NB,,MIDDLESBROUGH
POINT (452893.683696054 519219.584045027),Thorntree Fish and Chips,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,,TS3 9NB,,MIDDLESBROUGH
POINT (452895.949024064 519191.566451341),Ja McCoy,Food & Drink Food-Beverage Specialty Store,Food & Drink,Food-Beverage Specialty Store,96,,TS3 9,,MIDDLESBROUGH
POINT (452896.036988381 518532.31332449),Blue Cap Cate,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,Carisbrooke Avenue,TS3 9LW,,MIDDLESBROUGH
POINT (452896.593018253 519191.796503719),Kellywine,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS3 9,,MIDDLESBROUGH
POINT (452896.593018253 519191.796503719),Ollie's,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,,TS3 9,,MIDDLESBROUGH
POINT (452902.741343022 519904.094596882),Cleveland Copiers,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452902.741343022 519904.094596882),Rubberduck Bathrooms,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452902.741343022 519904.094596882),Direct Bathrooms,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452902.741343022 519904.094596882),Tag Teamwear,Retail & Consumer Goods Women's Apparel,Retail & Consumer Goods,Women's Apparel,182,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452902.741343022 519904.094596882),Roseberry Joinery,"Construction, Manufacturing & Trades Manufacturing","Construction, Manufacturing & Trades",Manufacturing,25,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452902.741343022 519904.094596882),Qualitas Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,Wear Court,TS6 6DU,,REDCAR AND CLEVELAND
POINT (452903.373739056 514628.094929225),Ead Lighting,Education & Training Education Facility,Education & Training,Education Facility,31,Egton Avenue,TS7 0QY,,MIDDLESBROUGH
POINT (452904.321727991 518024.509519817),M&K Designs,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Alvingham Terrace,TS3 0PW,,MIDDLESBROUGH
POINT (452906.949995819 518756.568663405),LW Body Repairs,"Construction, Manufacturing & Trades Repair and Maintenance Services","Construction, Manufacturing & Trades",Repair and Maintenance Services,28,24 Calverley Road,TS3 9LQ,,MIDDLESBROUGH
POINT (452910.348347589 514568.081914009),Icarus Consultancy Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,6 Mickleby Close,TS7 0QX,,MIDDLESBROUGH
POINT (452915.608511057 520560.82968139),Heritage Gallery,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Old Middlesbrough Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452916.559571755 514451.082119481),West Moor View,Health & Wellness Nursing Home,Health & Wellness,Nursing Home,130,Dixons Bank,TS7 8PA,,MIDDLESBROUGH
POINT (452916.559571755 514451.082119481),Westmoor View Care Home,Health & Wellness Nursing Home,Health & Wellness,Nursing Home,130,Dixons Bank,TS7 8PA,,MIDDLESBROUGH
POINT (452922.174646908 519951.0602889),Service Centre,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Wallis Road,TS6 6DX,,REDCAR AND CLEVELAND
POINT (452922.174646908 519951.0602889),Af W Interiors,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,Wallis Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452923.687465229 518351.129671881),Community Ventures - Middlesbrough,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,The Greenway,TS3 9PF,,MIDDLESBROUGH
POINT (452931.511021316 520015.603084684),Merc Spec,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Newcomen Road,TS6 6PS,,REDCAR AND CLEVELAND
POINT (452931.511021316 520015.603084684),Woodtech Joinery,"Construction, Manufacturing & Trades Glass and Window","Construction, Manufacturing & Trades",Glass and Window,20,Newcomen Road,TS6 6PS,,REDCAR AND CLEVELAND
POINT (452931.511021316 520015.603084684),Frostee Shirts,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,Newcomen Road,TS6 6PS,,REDCAR AND CLEVELAND
POINT (452931.755343023 520100.294177176),Stockton Car Centre,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Sotherby Road,TS6 6,,REDCAR AND CLEVELAND
POINT (452934.725780107 518386.42366259),All Flowers,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,Shelton Court,TS3 9,,MIDDLESBROUGH
POINT (452935.100255535 519812.437552853),Frank's,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,Cleveland Retail Park,TS6 6,,REDCAR AND CLEVELAND
POINT (452938.417959446 519938.673823828),Cleveland Tuning,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Wallis Road,TS6 6DT,,REDCAR AND CLEVELAND
POINT (452938.417959446 519938.673823828),Curtain Fabric Store,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,Wallis Road,TS6 6DT,,REDCAR AND CLEVELAND
POINT (452938.417959446 519938.673823828),J M Cabinets,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Wallis Road,TS6 6DT,,REDCAR AND CLEVELAND
POINT (452944.539551768 520908.378351954),M V Print,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,Nelson Street Industrial Estate,TS6 6BJ,,REDCAR AND CLEVELAND
POINT (452944.539551768 520908.378351954),TDH Group,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,Nelson Street,TS6 6BJ,,REDCAR AND CLEVELAND
POINT (452944.99586618 519200.149063977),Thorntree Hotel,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,The Greenway,TS3 9ND,,MIDDLESBROUGH
POINT (452945.111548236 518104.662694135),Neil Whitley School of Motoring,Education & Training Education Facility,Education & Training,Education Facility,31,71 Burwell Road,TS3 0PZ,,MIDDLESBROUGH
POINT (452957.613386759 514639.741670164),Richard Vickers Engineering Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,1 Mickleby Close,TS7 0QX,,MIDDLESBROUGH
POINT (452960.327983593 517908.312587949),Look Ahead,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,Fulbeck Road,TS3 0PP,,MIDDLESBROUGH
POINT (452960.327983593 517908.312587949),Jessicas Beauty Bar,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,Fulbeck Road,TS3 0PP,,MIDDLESBROUGH
POINT (452964.132644366 517424.607015874),Hair Workx,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,10 High Street,TS7 9,,REDCAR AND CLEVELAND
POINT (452964.923193921 520506.205050151),South Bank Millennium Green,"Entertainment, Arts & Leisure Park-Recreation Area","Entertainment, Arts & Leisure",Park-Recreation Area,56,,TS6 6,,REDCAR AND CLEVELAND
POINT (452965.161604848 519901.815446703),MDM Technologies,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Tyne Court,TS6 6DT,,REDCAR AND CLEVELAND
POINT (452965.161604848 519901.815446703),Monster Graphix & Signs,Financial & Professional Services Printing and Publishing,Financial & Professional Services,Printing and Publishing,80,Tyne Court,TS6 6DT,,REDCAR AND CLEVELAND
POINT (452965.631500331 519816.910121265),Costa,Food & Drink Restaurant,Food & Drink,Restaurant,100,8 Cleveland Retail Park,TS6 6,Costa,REDCAR AND CLEVELAND
POINT (452967.359028067 517425.312221509),Dancewise Studios,"Entertainment, Arts & Leisure Fine Arts","Entertainment, Arts & Leisure",Fine Arts,45,8 High Street,TS7 9AG,,REDCAR AND CLEVELAND
POINT (452967.359028067 517425.312221509),Select Carpets,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,8 High Street,TS7 9AG,,REDCAR AND CLEVELAND
POINT (452968.048746795 518435.330957642),Don John Wine,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Shelton Court,TS3 9PD,,MIDDLESBROUGH
POINT (452968.048746795 518435.330957642),BMO Harris Bank,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Shelton Court,TS3 9PD,BMO Harris Bank,MIDDLESBROUGH
POINT (452968.048746795 518435.330957642),Teasdale Academy of Hair & Beauty,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,Shelton Court,TS3 9PD,,MIDDLESBROUGH
POINT (452968.048746795 518435.330957642),Charlies Mini Market,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Shelton Court,TS3 9PD,Cardtronics,MIDDLESBROUGH
POINT (452968.048746795 518435.330957642),Princess Pizza,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,Shelton Court,TS3 9PD,,MIDDLESBROUGH
POINT (452968.048746795 518435.330957642),Dots Catering,Food & Drink Coffee-Tea,Food & Drink,Coffee-Tea,91,Shelton Court,TS3 9PD,,MIDDLESBROUGH
